Unnamed: 0,Collection,Title,MP3_URL
257,第 十 八 輯,唐․李商隱詩《無題》,/proxy/namo_mp3/yuan_series/vol18/vol18_talk03.mp3
258,第 十 八 輯,食存五觀,/proxy/namo_mp3/yuan_series/vol18/vol18_talk04.mp3
259,第 十 八 輯,戒殺放生故事兩則,/proxy/namo_mp3/yuan_series/vol18/vol18_talk05.mp3
260,第 十 八 輯,明朝太監魏忠賢，清朝太監寇連材,/proxy/namo_mp3/yuan_series/vol18/vol18_talk06.mp3
261,第 十 八 輯,平常心是道(一),/proxy/namo_mp3/yuan_series/vol18/vol18_talk07.mp3
262,第 十 八 輯,平常心是道(二),/proxy/namo_mp3/yuan_series/vol18/vol18_talk08.mp3
263,第 十 八 輯,因果報應 -- 水銀秤的秘密,/proxy/namo_mp3/yuan_series/vol18/vol18_talk09.mp3
264,第 十 八 輯,客塵煩惱,/proxy/namo_mp3/yuan_series/vol18/vol18_talk10.mp3
265,第 十 八 輯,觀自在菩薩,/proxy/namo_mp3/yuan_series/vol18/vol18_talk11.mp3
266,第 十 八 輯,玄奘法師,/proxy/namo_mp3/yuan_series/vol18/vol18_talk12.mp3
267,第 十 八 輯,佛教是宗教還是哲學? (一),/proxy/namo_mp3/yuan_series/vol18/vol18_talk13.mp3
268,第 十 八 輯,佛教是宗教還是哲學? (二),/proxy/namo_mp3/yuan_series/vol18/vol18_talk14.mp3
269,第 十 八 輯,行善延年,/proxy/namo_mp3/yuan_series/vol18/vol18_talk15.mp3
270,第 十 九 輯,五停心觀,/proxy/namo_mp3/yuan_series/vol19/vol19_talk01.mp3
271,第 十 九 輯,貧女施燈,/proxy/namo_mp3/yuan_series/vol19/vol19_talk02.mp3
272,第 十 九 輯,戒殺放生,/proxy/namo_mp3/yuan_series/vol19/vol19_talk03.mp3
273,第 十 九 輯,大悲咒 (一),/proxy/namo_mp3/yuan_series/vol19/vol19_talk04.mp3
274,第 十 九 輯,大悲咒 (二),/proxy/namo_mp3/yuan_series/vol19/vol19_talk05.mp3
275,第 十 九 輯,大悲咒 (三),/proxy/namo_mp3/yuan_series/vol19/vol19_talk06.mp3
276,第 十 九 輯,大悲咒 (四),/proxy/namo_mp3/yuan_series/vol19/vol19_talk07.mp3
277,第 十 九 輯,大悲咒 (五),/proxy/namo_mp3/yuan_series/vol19/vol19_talk08.mp3
278,第 十 九 輯,佛五德,/proxy/namo_mp3/yuan_series/vol19/vol19_talk09.mp3
279,第 十 九 輯,真如與無明,/proxy/namo_mp3/yuan_series/vol19/vol19_talk10.mp3
280,第 十 九 輯,人必須有清閒心,/proxy/namo_mp3/yuan_series/vol19/vol19_talk11.mp3
281,第 十 九 輯,世界的形成,/proxy/namo_mp3/yuan_series/vol19/vol19_talk12.mp3
282,第 十 九 輯,真正的快樂,/proxy/namo_mp3/yuan_series/vol19/vol19_talk13.mp3
283,第 十 九 輯,不向逆境低頭 (一),/proxy/namo_mp3/yuan_series/vol19/vol19_talk14.mp3
284,第 十 九 輯,不向逆境低頭 (二),/proxy/namo_mp3/yuan_series/vol19/vol19_talk15.mp3
285,第 二 十 輯,地藏菩薩詩偈,/proxy/namo_mp3/yuan_series/vol20/vol20_talk01.mp3
286,第 二 十 輯,同年月日生命運不同故事,/proxy/namo_mp3/yuan_series/vol20/vol20_talk02.mp3
287,第 二 十 輯,禪詩《煙寺晚鐘》《辛夷塢》,/proxy/namo_mp3/yuan_series/vol20/vol20_talk03.mp3
288,第 二 十 輯,孟蘭節,/proxy/namo_mp3/yuan_series/vol20/vol20_talk04.mp3
289,第 二 十 輯,佛門四眾弟子,/proxy/namo_mp3/yuan_series/vol20/vol20_talk05.mp3
290,第 二 十 輯,詩的「閒」與「寂」,/proxy/namo_mp3/yuan_series/vol20/vol20_talk06.mp3
291,第 二 十 輯,蛇魂附人身因果報應故事,/proxy/namo_mp3/yuan_series/vol20/vol20_talk07.mp3
292,第 二 十 輯,做人必須精進努力,/proxy/namo_mp3/yuan_series/vol20/vol20_talk08.mp3
293,第 二 十 輯,江神求超度,/proxy/namo_mp3/yuan_series/vol20/vol20_talk09.mp3
294,第 二 十 輯,畜牲有無靈性?,/proxy/namo_mp3/yuan_series/vol20/vol20_talk10.mp3
295,第 二 十 輯,八指頭陀,/proxy/namo_mp3/yuan_series/vol20/vol20_talk11.mp3
296,第 二 十 輯,忍辱柔和是妙方,/proxy/namo_mp3/yuan_series/vol20/vol20_talk12.mp3
297,第 二 十 輯,淺談鬼道,/proxy/namo_mp3/yuan_series/vol20/vol20_talk13.mp3
298,第 二 十 輯,因果報應兩則,/proxy/namo_mp3/yuan_series/vol20/vol20_talk14.mp3
299,第 二 十 輯,七情六慾,/proxy/namo_mp3/yuan_series/vol20/vol20_talk15.mp3
300,第 廿 一 輯,白雲深處老僧多,/proxy/namo_mp3/yuan_series/vol21/vol21_talk01.mp3
301,第 廿 一 輯,淺談《地藏菩薩本願經》(一),/proxy/namo_mp3/yuan_series/vol21/vol21_talk02.mp3
302,第 廿 一 輯,淺談《地藏菩薩本願經》(二),/proxy/namo_mp3/yuan_series/vol21/vol21_talk03.mp3
303,第 廿 一 輯,淺談《地藏菩薩本願經》(三),/proxy/namo_mp3/yuan_series/vol21/vol21_talk04.mp3
304,第 廿 一 輯,淺談《地藏菩薩本願經》(四),/proxy/namo_mp3/yuan_series/vol21/vol21_talk05.mp3
305,第 廿 一 輯,淺談《地藏菩薩本願經》(五),/proxy/namo_mp3/yuan_series/vol21/vol21_talk06.mp3
306,第 廿 一 輯,天龍八部 (一),/proxy/namo_mp3/yuan_series/vol21/vol21_talk07.mp3
307,第 廿 一 輯,天龍八部 (二),/proxy/namo_mp3/yuan_series/vol21/vol21_talk08.mp3
308,第 廿 一 輯,五時說法,/proxy/namo_mp3/yuan_series/vol21/vol21_talk09.mp3
309,第 廿 一 輯,三藏十二部經,/proxy/namo_mp3/yuan_series/vol21/vol21_talk10.mp3
310,第 廿 一 輯,畜道的靈性,/proxy/namo_mp3/yuan_series/vol21/vol21_talk11.mp3
311,第 廿 一 輯,忍,/proxy/namo_mp3/yuan_series/vol21/vol21_talk12.mp3
312,第 廿 一 輯,因果報應,/proxy/namo_mp3/yuan_series/vol21/vol21_talk13.mp3
313,第 廿 一 輯,清․舐犢情深,/proxy/namo_mp3/yuan_series/vol21/vol21_talk14.mp3
314,第 廿 一 輯,元․雪峰禪師詩,/proxy/namo_mp3/yuan_series/vol21/vol21_talk15.mp3
315,第 廿 二 輯,序,/proxy/namo_mp3/yuan_series/vol22/vol22_talk01.mp3
316,第 廿 二 輯,念佛的緣由,/proxy/namo_mp3/yuan_series/vol22/vol22_talk02.mp3
317,第 廿 二 輯,三苦,/proxy/namo_mp3/yuan_series/vol22/vol22_talk03.mp3
318,第 廿 二 輯,八苦之 (生、老、病、死),/proxy/namo_mp3/yuan_series/vol22/vol22_talk04.mp3
319,第 廿 二 輯,八苦之 (愛別離、求不得、怨僧會、五藏熾盛苦),/proxy/namo_mp3/yuan_series/vol22/vol22_talk05.mp3
320,第 廿 二 輯,末法時期的易修法門,/proxy/namo_mp3/yuan_series/vol22/vol22_talk06.mp3
321,第 廿 二 輯,簡述以自力修行的困難情況,/proxy/namo_mp3/yuan_series/vol22/vol22_talk07.mp3
322,第 廿 二 輯,高僧大德的選擇,/proxy/namo_mp3/yuan_series/vol22/vol22_talk08.mp3
323,第 廿 二 輯,易行道念佛法門,/proxy/namo_mp3/yuan_series/vol22/vol22_talk09.mp3
324,第 廿 二 輯,念佛方法十二種,/proxy/namo_mp3/yuan_series/vol22/vol22_talk10.mp3
325,第 廿 二 輯,高聲念、默念、金剛念、覺照念,/proxy/namo_mp3/yuan_series/vol22/vol22_talk11.mp3
326,第 廿 二 輯,觀想念、追頂念、禮拜念、記十念,/proxy/namo_mp3/yuan_series/vol22/vol22_talk12.mp3
327,第 廿 二 輯,十口氣念、定課念、四威儀中皆念、念不念皆念,/proxy/namo_mp3/yuan_series/vol22/vol22_talk13.mp3
328,第 廿 二 輯,信願行必須俱足,/proxy/namo_mp3/yuan_series/vol22/vol22_talk14.mp3
329,第 廿 二 輯,結語及回向,/proxy/namo_mp3/yuan_series/vol22/vol22_talk15.mp3
330,第 廿 三 輯,寒居士參觀屠牛記,/proxy/namo_mp3/yuan_series/vol23/vol23_talk01.mp3
331,第 廿 三 輯,四聖諦,/proxy/namo_mp3/yuan_series/vol23/vol23_talk02.mp3
332,第 廿 三 輯,東晉․程道惠地獄遊記,/proxy/namo_mp3/yuan_series/vol23/vol23_talk03.mp3
333,第 廿 三 輯,照見五蘊皆空,/proxy/namo_mp3/yuan_series/vol23/vol23_talk04.mp3
334,第 廿 三 輯,因果輪迴實錄:「豬蹄手的人」,/proxy/namo_mp3/yuan_series/vol23/vol23_talk05.mp3
335,第 廿 三 輯,色不異空，空不異色，色即是空，空即是色。,/proxy/namo_mp3/yuan_series/vol23/vol23_talk06.mp3
336,第 廿 三 輯,金剛經簡介,/proxy/namo_mp3/yuan_series/vol23/vol23_talk07.mp3
337,第 廿 三 輯,北宋․兩元:張商英,/proxy/namo_mp3/yuan_series/vol23/vol23_talk08.mp3
338,第 廿 三 輯,發心,/proxy/namo_mp3/yuan_series/vol23/vol23_talk09.mp3
339,第 廿 三 輯,佛說譬喻經:「小女孩口吐妙香，衣履寶衣」,/proxy/namo_mp3/yuan_series/vol23/vol23_talk10.mp3
340,第 廿 三 輯,三槐堂的善報,/proxy/namo_mp3/yuan_series/vol23/vol23_talk11.mp3
341,第 廿 三 輯,戒殺放生故事兩則,/proxy/namo_mp3/yuan_series/vol23/vol23_talk12.mp3
342,第 廿 三 輯,宋․歐陽修詞《生查子》,/proxy/namo_mp3/yuan_series/vol23/vol23_talk13.mp3
343,第 廿 三 輯,七姊妹道:石縫春夢,/proxy/namo_mp3/yuan_series/vol23/vol23_talk14.mp3
344,第 廿 三 輯,宋․曹彬與曹翰,/proxy/namo_mp3/yuan_series/vol23/vol23_talk15.mp3
345,第 廿 四 輯,業力,/proxy/namo_mp3/yuan_series/vol24/vol24_talk01.mp3
346,第 廿 四 輯,鬼魂活捉仇家,/proxy/namo_mp3/yuan_series/vol24/vol24_talk02.mp3
347,第 廿 四 輯,秋風落葉滿空山,/proxy/namo_mp3/yuan_series/vol24/vol24_talk03.mp3
348,第 廿 四 輯,對命運的看法,/proxy/namo_mp3/yuan_series/vol24/vol24_talk04.mp3
349,第 廿 四 輯,戒殺放生可延壽,/proxy/namo_mp3/yuan_series/vol24/vol24_talk05.mp3
350,第 廿 四 輯,緣起性空,/proxy/namo_mp3/yuan_series/vol24/vol24_talk06.mp3
351,第 廿 四 輯,宋․范仲淹為母超度,/proxy/namo_mp3/yuan_series/vol24/vol24_talk07.mp3
352,第 廿 四 輯,真空不礙妙有,/proxy/namo_mp3/yuan_series/vol24/vol24_talk08.mp3
353,第 廿 四 輯,宋․蘇軾《水調歌頭》,/proxy/namo_mp3/yuan_series/vol24/vol24_talk09.mp3
354,第 廿 四 輯,八正道,/proxy/namo_mp3/yuan_series/vol24/vol24_talk10.mp3
355,第 廿 四 輯,明․憨山大師《勸世詠》,/proxy/namo_mp3/yuan_series/vol24/vol24_talk11.mp3
356,第 廿 四 輯,滾滾長江東逝水,/proxy/namo_mp3/yuan_series/vol24/vol24_talk12.mp3
357,第 廿 四 輯,金剛經持驗錄,/proxy/namo_mp3/yuan_series/vol24/vol24_talk13.mp3
358,第 廿 四 輯,明․唐伯虎詩,/proxy/namo_mp3/yuan_series/vol24/vol24_talk14.mp3
359,第 廿 四 輯,菜根譚一則,/proxy/namo_mp3/yuan_series/vol24/vol24_talk15.mp3
360,第 廿 五 輯,金剛經持驗錄,/proxy/namo_mp3/yuan_series/vol25/vol25_talk01.mp3
361,第 廿 五 輯,佛陀化度兩兄弟,/proxy/namo_mp3/yuan_series/vol25/vol25_talk02.mp3
362,第 廿 五 輯,般若波羅密多心經,/proxy/namo_mp3/yuan_series/vol25/vol25_talk03.mp3
363,第 廿 五 輯,人生如夢,/proxy/namo_mp3/yuan_series/vol25/vol25_talk04.mp3
364,第 廿 五 輯,沙彌救蟻增壽,/proxy/namo_mp3/yuan_series/vol25/vol25_talk05.mp3
365,第 廿 五 輯,饑來喫飯倦來眠,/proxy/namo_mp3/yuan_series/vol25/vol25_talk06.mp3
366,第 廿 五 輯,佛陀化度白狗故事,/proxy/namo_mp3/yuan_series/vol25/vol25_talk07.mp3
367,第 廿 五 輯,蘇東坡《琴詩》,/proxy/namo_mp3/yuan_series/vol25/vol25_talk08.mp3
368,第 廿 五 輯,正確的人生觀,/proxy/namo_mp3/yuan_series/vol25/vol25_talk09.mp3
369,第 廿 五 輯,佛教徒一定要食素嗎?,/proxy/namo_mp3/yuan_series/vol25/vol25_talk10.mp3
370,第 廿 五 輯,堅僧與賢王對答錄,/proxy/namo_mp3/yuan_series/vol25/vol25_talk11.mp3
371,第 廿 五 輯,愛情,/proxy/namo_mp3/yuan_series/vol25/vol25_talk12.mp3
372,第 廿 五 輯,略述地藏法門 (一),/proxy/namo_mp3/yuan_series/vol25/vol25_talk13.mp3
373,第 廿 五 輯,略述地藏法門 (二),/proxy/namo_mp3/yuan_series/vol25/vol25_talk14.mp3
374,第 廿 五 輯,略述地藏法門 (三),/proxy/namo_mp3/yuan_series/vol25/vol25_talk15.mp3
375,第 廿 六 輯,世界上有沒有菩薩?,/proxy/namo_mp3/yuan_series/vol26/vol26_talk01.mp3
376,第 廿 六 輯,閻羅王簡介,/proxy/namo_mp3/yuan_series/vol26/vol26_talk02.mp3
377,第 廿 六 輯,念地藏菩薩,/proxy/namo_mp3/yuan_series/vol26/vol26_talk03.mp3
378,第 廿 六 輯,恕憎會苦,/proxy/namo_mp3/yuan_series/vol26/vol26_talk04.mp3
379,第 廿 六 輯,義猴的靈性,/proxy/namo_mp3/yuan_series/vol26/vol26_talk05.mp3
380,第 廿 六 輯,瘟疫的因果,/proxy/namo_mp3/yuan_series/vol26/vol26_talk06.mp3
381,第 廿 六 輯,貪慾遺害社會,/proxy/namo_mp3/yuan_series/vol26/vol26_talk07.mp3
382,第 廿 六 輯,痛苦與快樂,/proxy/namo_mp3/yuan_series/vol26/vol26_talk08.mp3
383,第 廿 六 輯,富不過三代,/proxy/namo_mp3/yuan_series/vol26/vol26_talk09.mp3
384,第 廿 六 輯,明˙俞秀才遇灶神記,/proxy/namo_mp3/yuan_series/vol26/vol26_talk10.mp3
385,第 廿 六 輯,疾疫仍共業所招,/proxy/namo_mp3/yuan_series/vol26/vol26_talk11.mp3
386,第 廿 六 輯,什麼叫修行?,/proxy/namo_mp3/yuan_series/vol26/vol26_talk12.mp3
387,第 廿 六 輯,姚克見鬼(易君左記錄),/proxy/namo_mp3/yuan_series/vol26/vol26_talk13.mp3
388,第 廿 六 輯,自私的現報,/proxy/namo_mp3/yuan_series/vol26/vol26_talk14.mp3
389,第 廿 六 輯,我執,/proxy/namo_mp3/yuan_series/vol26/vol26_talk15.mp3
390,第 廿 七 輯,自殺的後果,/proxy/namo_mp3/yuan_series/vol27/vol27_talk01.mp3
391,第 廿 七 輯,《百喻經》故事:雙胞男嬰的福德 ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk02.mp3
392,第 廿 七 輯,清●紀曉嵐《閱微草堂筆記》縊鬼的剖白,/proxy/namo_mp3/yuan_series/vol27/vol27_talk03.mp3
393,第 廿 七 輯,八正道(一) ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk04.mp3
394,第 廿 七 輯,八正道(二) ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk05.mp3
395,第 廿 七 輯,萬惡黃金,/proxy/namo_mp3/yuan_series/vol27/vol27_talk06.mp3
396,第 廿 七 輯,安心法門(一) ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk07.mp3
397,第 廿 七 輯,安心法門(二) ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk08.mp3
398,第 廿 七 輯,「掃塵除垢」的周利槃陀伽,/proxy/namo_mp3/yuan_series/vol27/vol27_talk09.mp3
399,第 廿 七 輯,開悟於大自然中 ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk10.mp3
400,第 廿 七 輯,人間有味是清歡 ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk11.mp3
401,第 廿 七 輯,老人投生為羊,/proxy/namo_mp3/yuan_series/vol27/vol27_talk12.mp3
402,第 廿 七 輯,知足少欲,/proxy/namo_mp3/yuan_series/vol27/vol27_talk13.mp3
403,第 廿 七 輯,四念處(一) ,/proxy/namo_mp3/yuan_series/vol27/vol27_talk14.mp3
404,第 廿 七 輯,四念處(二),/proxy/namo_mp3/yuan_series/vol27/vol27_talk15.mp3
405,第 廿 八 輯,毒箭喻,/proxy/namo_mp3/yuan_series/vol28/vol28_talk01.mp3
406,第 廿 八 輯,福慧要雙修,/proxy/namo_mp3/yuan_series/vol28/vol28_talk02.mp3
407,第 廿 八 輯,飲酒的害處,/proxy/namo_mp3/yuan_series/vol28/vol28_talk03.mp3
408,第 廿 八 輯,陰陽眼(一),/proxy/namo_mp3/yuan_series/vol28/vol28_talk04.mp3
409,第 廿 八 輯,陰陽眼(二) ,/proxy/namo_mp3/yuan_series/vol28/vol28_talk05.mp3
410,第 廿 八 輯,陰陽眼(三),/proxy/namo_mp3/yuan_series/vol28/vol28_talk06.mp3
411,第 廿 八 輯,漫談命運(一),/proxy/namo_mp3/yuan_series/vol28/vol28_talk07.mp3
412,第 廿 八 輯,漫談命運(二),/proxy/namo_mp3/yuan_series/vol28/vol28_talk08.mp3
413,第 廿 八 輯,淺談本體,/proxy/namo_mp3/yuan_series/vol28/vol28_talk09.mp3
414,第 廿 八 輯,四大皆空,/proxy/namo_mp3/yuan_series/vol28/vol28_talk10.mp3
415,第 廿 八 輯,《那先比丘經》,/proxy/namo_mp3/yuan_series/vol28/vol28_talk11.mp3
416,第 廿 八 輯,精進波羅密,/proxy/namo_mp3/yuan_series/vol28/vol28_talk12.mp3
417,第 廿 八 輯,人成即佛成,/proxy/namo_mp3/yuan_series/vol28/vol28_talk13.mp3
418,第 廿 八 輯,善和比丘隨喜功德的果報,/proxy/namo_mp3/yuan_series/vol28/vol28_talk14.mp3
419,第 廿 八 輯,台灣嘉義地藏廟感應事蹟,/proxy/namo_mp3/yuan_series/vol28/vol28_talk15.mp3
420,第 廿 九 輯,再談「業力」,/proxy/namo_mp3/yuan_series/vol29/vol29_talk01.mp3
421,第 廿 九 輯,眾生的靈知覺性,/proxy/namo_mp3/yuan_series/vol29/vol29_talk02.mp3
422,第 廿 九 輯,宋˙王安石禪詩常有「閒」字,/proxy/namo_mp3/yuan_series/vol29/vol29_talk03.mp3
423,第 廿 九 輯,清˙汪道鼎《坐花誌果》一則:「救人延壽」,/proxy/namo_mp3/yuan_series/vol29/vol29_talk04.mp3
424,第 廿 九 輯,再談懺悔,/proxy/namo_mp3/yuan_series/vol29/vol29_talk05.mp3
425,第 廿 九 輯,愛別離苦,/proxy/namo_mp3/yuan_series/vol29/vol29_talk06.mp3
426,第 廿 九 輯,淺談生死,/proxy/namo_mp3/yuan_series/vol29/vol29_talk07.mp3
427,第 廿 九 輯,妙高禪師一念懺悔超越二十世,/proxy/namo_mp3/yuan_series/vol29/vol29_talk08.mp3
428,第 廿 九 輯,勿食眾生肉,/proxy/namo_mp3/yuan_series/vol29/vol29_talk09.mp3
429,第 廿 九 輯,華嚴經「三種世間」,/proxy/namo_mp3/yuan_series/vol29/vol29_talk10.mp3
430,第 廿 九 輯,懺悔要趁在生時《閱微草堂筆記》,/proxy/namo_mp3/yuan_series/vol29/vol29_talk11.mp3
431,第 廿 九 輯,怎樣去認知有沒有西方極樂世界,/proxy/namo_mp3/yuan_series/vol29/vol29_talk12.mp3
432,第 廿 九 輯,明心見性 ,/proxy/namo_mp3/yuan_series/vol29/vol29_talk13.mp3
433,第 廿 九 輯,信解行證(一) ,/proxy/namo_mp3/yuan_series/vol29/vol29_talk14.mp3
434,第 廿 九 輯,信解行證(二) ,/proxy/namo_mp3/yuan_series/vol29/vol29_talk15.mp3
435,第 三 十 輯,"人身難得,佛法難聞",/proxy/namo_mp3/yuan_series/vol30/vol30_talk01.mp3
436,第 三 十 輯,清˙紀曉嵐《閱微草堂筆記》:往生咒的力量,/proxy/namo_mp3/yuan_series/vol30/vol30_talk02.mp3
437,第 三 十 輯,漫談空義,/proxy/namo_mp3/yuan_series/vol30/vol30_talk03.mp3
438,第 三 十 輯,人的六根感覺是有限的,/proxy/namo_mp3/yuan_series/vol30/vol30_talk04.mp3
439,第 三 十 輯,準提咒的功德,/proxy/namo_mp3/yuan_series/vol30/vol30_talk05.mp3
440,第 三 十 輯,歐陽修詞《人生自是有情癡》,/proxy/namo_mp3/yuan_series/vol30/vol30_talk06.mp3
441,第 三 十 輯,歐陽修詞《浪淘沙》對無常的感慨,/proxy/namo_mp3/yuan_series/vol30/vol30_talk07.mp3
442,第 三 十 輯,懺悔,/proxy/namo_mp3/yuan_series/vol30/vol30_talk08.mp3
443,第 三 十 輯,印度九歲女童記憶前生故事,/proxy/namo_mp3/yuan_series/vol30/vol30_talk09.mp3
444,第 三 十 輯,死後神遊西方淨土與天界的故事兩則,/proxy/namo_mp3/yuan_series/vol30/vol30_talk10.mp3
445,第 三 十 輯,怎樣去改變命運?,/proxy/namo_mp3/yuan_series/vol30/vol30_talk11.mp3
446,第 三 十 輯,生死事大,/proxy/namo_mp3/yuan_series/vol30/vol30_talk12.mp3
447,第 三 十 輯,修心,/proxy/namo_mp3/yuan_series/vol30/vol30_talk13.mp3
448,第 三 十 輯,夢窗禪師忍辱,/proxy/namo_mp3/yuan_series/vol30/vol30_talk14.mp3
449,第 三 十 輯,放下我執,/proxy/namo_mp3/yuan_series/vol30/vol30_talk15.mp3
450,第 三 十 一 輯,世界上有沒有鬼? ,/proxy/namo_mp3/yuan_series/vol31/vol31_talk01.mp3
451,第 三 十 一 輯,人生譬喻 ,/proxy/namo_mp3/yuan_series/vol31/vol31_talk02.mp3
452,第 三 十 一 輯,無情說法,/proxy/namo_mp3/yuan_series/vol31/vol31_talk03.mp3
453,第 三 十 一 輯,印度戒賢論師惡報輕受,/proxy/namo_mp3/yuan_series/vol31/vol31_talk04.mp3
454,第 三 十 一 輯,諸惡勿作，眾善奉行，自淨其意，是諸佛教,/proxy/namo_mp3/yuan_series/vol31/vol31_talk05.mp3
455,第 三 十 一 輯,善有善報真人真事(一塊假銀元) ,/proxy/namo_mp3/yuan_series/vol31/vol31_talk06.mp3
456,第 三 十 一 輯,清˙紀曉嵐《閱微草堂筆記》故事一則,/proxy/namo_mp3/yuan_series/vol31/vol31_talk07.mp3
457,第 三 十 一 輯,莫輕小惡以為無罪,/proxy/namo_mp3/yuan_series/vol31/vol31_talk08.mp3
458,第 三 十 一 輯,"既然萬法皆空,為什麼尚有這樣的修行活動?",/proxy/namo_mp3/yuan_series/vol31/vol31_talk09.mp3
459,第 三 十 一 輯,為何世間有貧富貴賤等不同際遇?,/proxy/namo_mp3/yuan_series/vol31/vol31_talk10.mp3
460,第 三 十 一 輯,有不少人神佛不分,/proxy/namo_mp3/yuan_series/vol31/vol31_talk11.mp3
461,第 三 十 一 輯,大珠答道光所問,/proxy/namo_mp3/yuan_series/vol31/vol31_talk12.mp3
462,第 三 十 一 輯,怎樣處理破損佛菩薩像? ,/proxy/namo_mp3/yuan_series/vol31/vol31_talk13.mp3
463,第 三 十 一 輯,九華山地藏菩薩道場,/proxy/namo_mp3/yuan_series/vol31/vol31_talk14.mp3
464,第 三 十 一 輯,義猴殉主,/proxy/namo_mp3/yuan_series/vol31/vol31_talk15.mp3
465,第 三 十 二 輯,金地藏的詩情,/proxy/namo_mp3/yuan_series/vol32/vol32_talk01.mp3
466,第 三 十 二 輯,清˙汪道鼎《坐花誌果》故事一則:行善延壽,/proxy/namo_mp3/yuan_series/vol32/vol32_talk02.mp3
467,第 三 十 二 輯,方才乾坤,/proxy/namo_mp3/yuan_series/vol32/vol32_talk03.mp3
468,第 三 十 二 輯,清˙汪道鼎《坐花誌果》故事一則:誦經超度解冤,/proxy/namo_mp3/yuan_series/vol32/vol32_talk04.mp3
469,第 三 十 二 輯,秦˙李斯，三國˙曹操,/proxy/namo_mp3/yuan_series/vol32/vol32_talk05.mp3
470,第 三 十 二 輯,常住真心(一),/proxy/namo_mp3/yuan_series/vol32/vol32_talk06.mp3
471,第 三 十 二 輯,常住真心(二),/proxy/namo_mp3/yuan_series/vol32/vol32_talk07.mp3
472,第 三 十 二 輯,常住真心(三),/proxy/namo_mp3/yuan_series/vol32/vol32_talk08.mp3
473,第 三 十 二 輯,人生如花,/proxy/namo_mp3/yuan_series/vol32/vol32_talk09.mp3
474,第 三 十 二 輯,相士修福,/proxy/namo_mp3/yuan_series/vol32/vol32_talk10.mp3
475,第 三 十 二 輯,佛教與花有深厚因緣,/proxy/namo_mp3/yuan_series/vol32/vol32_talk11.mp3
476,第 三 十 二 輯,貓魂索命,/proxy/namo_mp3/yuan_series/vol32/vol32_talk12.mp3
477,第 三 十 二 輯,飛花落葉(一) ,/proxy/namo_mp3/yuan_series/vol32/vol32_talk13.mp3
478,第 三 十 二 輯,飛花落葉(二),/proxy/namo_mp3/yuan_series/vol32/vol32_talk14.mp3
479,第 三 十 二 輯,再講五戒,/proxy/namo_mp3/yuan_series/vol32/vol32_talk15.mp3
